,title,abstract,bart_base,bart_cnn,bart_xsum,t5_small,gpt2,pegasus_xsum
52,Context-Sensitive Lexicon Features for Neural Sentiment Analysis,"Sentiment lexicons have been leveraged as a useful source of features for sentiment analysis models, leading to the state-of-the-art accuracies. On the other hand, most existing methods use sentiment lexicons without considering context, typically taking the count, sum of strength, or maximum sentiment scores over the whole input. We propose a context-sensitive lexicon-based method based on a simple weighted-sum model, using a recurrent neural network to learn the sentiments strength, intensification and negation of lexicon sentiments in composing the sentiment value of sentences. Results show that our model can not only learn such operation details, but also give significant improvements over state-of-the-art recurrent neural network baselines without lexical features, achieving the best results on a Twitter benchmark.",<TITLE>Context-sensitive Sentiment Lexicon Learning with Recurrent Neural Networks<TITLE>Context-sensitive Sentiment Lexicon Learning with Recurrent Neural Network<TITLE>Learning Sentiment Lexicons from Recurrent Neural Networks<TITLE>Learning Sentiment Lexicons with Recurrent Neural Networks<TITLE>Learning Sentiment Lexicons from Recurrent Neural Network,<TITLE>Learning Sentiment Lexicons for Sentiment Analysis using Weighted-Sum Model and Recurrent Neural Networks Based on a Recurrent<TITLE>Learning Sentiment Lexicons for Sentiment Analysis using Weighted-Sum Model and Recurrent Neural Networks with Context-sensitive Neural<TITLE>Learning Sentiment Lexicons for Sentiment Analysis using Weighted-Sum Model and Recurrent Neural Networks with Context Sensitive Neural<TITLE>Learning Sentiment Lexicons for Sentiment Analysis using Weighted-Sum Model and Recurrent Neural Networks with Context Sensitive Sent<TITLE>Learning Sentiment Lexicons for Sentiment Analysis using Weighted-Sum Model and Recurrent Neural Networks with Context Sensitive L,<TITLE>Learning Lexical Features for Context-Sensitive Sentiment Analysis with Recurrent Neural Networks<TITLE>Learning Lexical Features for Context-sensitive Sentiment Analysis with a Recurrent Neural Network<TITLE>Learning Lexical Features for Context-Sensitive Sentiment Analysis using Recurrent Neural Networks<TITLE>Learning Sentiment Lexicons for Context-Sensitive Neural Sentiment Analysis<TITLE>Learning Sentiment Lexicons for Context-sensitive Neural Sentiment Analysis,<TITLE>Context-Sensitive Sentiment Lexicons with Recurrent Neural Network<TITLE>Context-Sensitive Sentiment Lexicons for Sentiment Analysis<TITLE>Context-sensitive Sentiment Lexicons for Sentiment Analysis<TITLE>Context-sensitive Sentiment Lexicons with Recurrent Neural Networks<TITLE>Context-Sensitive Sentiment Lexicons,<TITLE> Context Sensitive Lexicon Based Sentiment Analysis<TITLE> Context Sensitive Lexicon Learning for Sentiment Analysis<TITLE> Context Sensitive Lexicon Based Sentiment Classification<TITLE> Context Sensitive Lexicon Based Sentiment Modeling<TITLE> Context Sensitive Lexicon-Based Sentiment Analysis,<TITLE>A Context-sensitive Lexicon-based Sentiment Analysis Method Using Recurrent Neural Networks<TITLE>A Context-sensitive Lexicon-based Sentiment Analysis Model Using Recurrent Neural Networks<TITLE>A Context-sensitive Lexicon-based Sentiment Analysis Method with Recurrent Neural Networks<TITLE>A Context-sensitive Lexicon-based Sentiment Analysis Model using Recurrent Neural Networks<TITLE>A Context-sensitive Lexicon-based Sentiment Analysis Method Using Recurrent Neural Network
53,A Joint Many-Task Model: Growing a Neural Network for Multiple NLP Tasks,"Transfer and multi-task learning have traditionally focused on either a single source-target pair or very few, similar tasks. Ideally, the linguistic levels of morphology, syntax and semantics would benefit each other by being trained in a single model. We introduce a joint many-task model together with a strategy for successively growing its depth to solve increasingly complex tasks. Higher layers include shortcut connections to lower-level task predictions to reflect linguistic hierarchies. We use a simple regularization term to allow for optimizing all model weights to improve one task's loss without exhibiting catastrophic interference of the other tasks. Our single end-to-end model obtains state-of-the-art or competitive results on five different tasks from tagging, parsing, relatedness, and entailment tasks.",<TITLE>A Joint Many-Task Model for Transfer and Multi-Task Learning<TITLE>A Joint Many-Task Model for Transfer and Multi-task Learning<TITLE>Joint Multi-Task Learning with Linguistic Hierarchies<TITLE>Joint Multi-Task Learning with Linguistic Hierarchy<TITLE>A Joint Many-Task Model for Multi-Task Learning,<TITLE>Joint Many-Task Transfer and Multi-task Learning with Regularization of Linguistic Hierarchies: A Case Study<TITLE>Joint Many-Task Transfer and Multi-Task Learning with Regularization of Linguistic Hierarchies: A Case Study<TITLE>Joint Many-Task Transfer and Multi-task Learning with Regularization of Linguistic Hierarchies: a Case Study<TITLE>Joint Many-Task Transfer and Multi-task Learning with Regularization of Linguistic Hierarchies: An Application to<TITLE>Joint Many-Task Transfer and Multi-task Learning with Regularization of Linguistic Hierarchies for Improved Task Prediction,<TITLE>Joint Many-Task Learning for Transfer and Multi-Task Tasks<TITLE>Joint Many-Task Learning with Hierarchical Linguistic Structure<TITLE>Joint Many-Task Learning with Hierarchical Structural Representations<TITLE>Joint Many-Task Learning with Hierarchical Structures<TITLE>Joint Many-Task Learning with Hierarchical Structures,<TITLE>Multi-Task Transfer and Multi-Task Learning<TITLE>Joint Multi-Task Learning with a Single Model<TITLE>Joint Multi-Task Learning for a Single Model<TITLE>Joint Multi-Task Learning for Complex Tasks<TITLE>Joint Multi-Task Learning for Multiple Tasks,"<TITLE> Joint Many-Task Learning for Morphology, Syntax and Semantics<TITLE> Joint Many-Task Morphology Learning<TITLE> Jointly Learning Morphology, Syntax and Semantics<TITLE> Joint Many-Task Morphology Modeling<TITLE> Joint Many-Task Learning for Morphological Analysis","<TITLE>A Joint Many-Task Model for Morphology, Syntax and Semantics<TITLE>Joint Many-Task Learning for Morphology, Syntax, and Semantics<TITLE>A Joint Many-Task Model for Morphological, Syntax and Semantic Learning<TITLE>A Joint Many-Task Model for Morphological, Syntax and Semantics<TITLE>Joint Many-Task Learning for Morphology, Syntax and Semantics"
54,An Empirical Study of Automatic Chinese Word Segmentation for Spoken Language Understanding and Named Entity Recognition,"Word segmentation is usually recognized as the first step for many Chinese natural language processing tasks, yet its impact on these subsequent tasks is relatively under-studied. For example, how to solve the mismatch problem when applying an existing word segmenter to new data? Does a better word segmenter yield a better subsequent NLP task performance? In this work, we conduct an initial attempt to answer these questions on two related subsequent tasks: semantic slot filling in spoken language understanding and named entity recognition. We propose three techniques to solve the mismatch problem: using word segmentation outputs as additional features, adaptation with partial-learning and taking advantage of n-best word segmentation list. Experimental results demonstrate the effectiveness of these techniques for both tasks and we achieve an error reduction of about 11% for spoken language understanding and 24% for named entity recognition over the baseline systems.",<TITLE>How to Solve the Mismatch Problem in Chinese Word Segmentation<TITLE>Using Word Segmentation Output to Solve the Mismatch Problem<TITLE>How to Solve the Mismatch Problem in Chinese NLP<TITLE>Using Word Segmentation Output for Chinese NLP Tasks<TITLE>Improving Word Segmentation for Chinese NLP Tasks,<TITLE>Adaptive Word Segmentation with Partial-Learning and Named Entity Recognition for Spoken Language Understanding and NLP Tasks<TITLE>Adaptive Word Segmentation with Partial-Learning and Named Entity Recognition for Chinese NLP Tasks: An Initial Investigation<TITLE>Adaptive Word Segmentation with Partial-Learning and Named Entity Recognition for Chinese NLP Tasks: An Application to<TITLE>Adaptive Word Segmentation with Partial-Learning and Named Entity Recognition for Chinese Natural Language Processing Tasks: An Initial<TITLE>Adaptive Word Segmentation with Partial-Learning and Named Entity Recognition for Chinese NLP Tasks: An Application of,<TITLE>Solving the Mismatch Problem in Word Segmentation for Spoken Language Understanding and Named Entity Recognition Tasks<TITLE>Solving the Mismatch Problem in Word Segmentation for Spoken Language Understanding and Named Entity Recognition<TITLE>Solving the Mismatch Problem of Word Segmentation for Spoken Language Understanding and Named Entity Recognition<TITLE>Solving the Mismatch Problem in Word Segmentation for Spoken Language Understanding and Named Entity Recognition<TITLE>Solving the Mismatch Problem in Word Segmentation Tasks for Chinese NLP,<TITLE>Resolving the Mismatch Problem with Semantic Slot Filling in Word Segmentation<TITLE>Resolving the Mismatch Problem with Neural Word Segmentation Outputs<TITLE>Resolving the Mismatch Problem with Word Segmentation Outputs<TITLE>Resolving the Mismatch Problem with Semantic Slot Filling<TITLE>Resolving the Mismatch Problem with Segmentation Outputs,<TITLE> Semantic Slot Filling in Spoken Language Understanding and Named Entity Recognition<TITLE> Improving Semantic Slot Filling by Adapting Word Segmentation Outputs<TITLE> Semantic Slot Filling in Spoken Language Understanding Using Word Segmentation<TITLE> Semantic Slot Filling in Spoken Language Understanding<TITLE> Semantic Slot Filling in Spoken Language Understanding and NER,<TITLE>Solving the Mismatch Problem in Word Segmentation for Spoken Language Understanding and Named Entity Recognition<TITLE>Solving the Mismatch Problem in Word Segmentation for Spoken Language Understanding and named entity recognition<TITLE>Solving the Mismatch in Word Segmentation for Spoken Language Understanding and Named Entity Recognition<TITLE>Improving Word Segmentation for Spoken Language Understanding and Named Entity Recognition in Chinese<TITLE>Improving Word Segmentation for Spoken Language Understanding and Named Entity Recognition
55,Cross-lingual Opinion Analysis via Negative Transfer Detection,"Transfer learning has been used in opinion analysis to make use of available language resources for other resource scarce languages. However, the cumulative class noise in transfer learning adversely affects performance when more training data is used. In this paper, we propose a novel method in transductive transfer learning to identify noises through the detection of negative transfers. Evaluation on NLP&CC 2013 cross-lingual opinion analysis dataset shows that our approach outperforms the state-of-the-art systems. More significantly, our system shows a monotonic increase trend in performance improvement when more training data are used.",<TITLE>Detecting Negative Transfer Effects in Transductive Transfer Learning.<TITLE>Detecting Negative Transfer Effects in Transductive Transfer Learning<TITLE>Detecting Negative Transfer Data in Transductive Transfer Learning<TITLE>Detecting Negative Transfer Messages in Transductive Transfer Learning<TITLE>Detecting Negative Transfer in Transductive Transfer Learning,<TITLE>Detecting Noise in Transfer Learning for Cross-Lingual Opinion Analysis of Negative Transfers: A Case Study on N<TITLE>Detecting Noise in Transfer Learning for Cross-Lingual Opinion Analysis of Negative Transfers with Monotonic Increase in<TITLE>Detecting Noise in Transfer Learning for Cross-Lingual Opinion Analysis of Negative Transfers: A Monotonic Approach<TITLE>Detecting Noise in Transfer Learning for Cross-Lingual Opinion Analysis of Negative Transfers with Monotonic Class Noise<TITLE>Detecting Noise in Transfer Learning for Cross-Lingual Opinion Analysis of Negative Transfers: A Monotonic Increase,<TITLE>Identifying Class Noise in Transductive Transfer Learning for Cross-lingual Opinion Analysis<TITLE>Identifying Noise in Transfer Learning for Cross-lingual Opinion Analysis Using Negative Transfer Detection<TITLE>Identifying Class Noise in Transductive Transfer Learning for Cross-lingual Opinion Analysis<TITLE>Identifying Class Noise in Transfer Learning for Cross-lingual Opinion Analysis<TITLE>Identifying Class Noise in Transfer Learning for Cross-lingual Opinion Analysis,<TITLE>Negative Class Noise Detection in Transductive Transfer Learning<TITLE>Negative Class Noise Detection for Transductive Transfer Learning<TITLE>Detecting Negative Class Noise in Transductive Transfer Learning<TITLE>Detecting Negative Transfers in Transductive Transfer Learning<TITLE>Negative Class Noise in Transductive Transfer Learning,<TITLE> Transductive Transfer Learning for Cross-Lingual Opinion Analysis<TITLE> Transductive Transfer Learning for Cross-lingual Opinion Analysis<TITLE> Transductive Transfer Learning for Cross-Linguistic Opinion Analysis<TITLE> Transductive Transfer Learning for Opinion Analysis<TITLE> Neural Transductive Transfer Learning for Opinion Analysis,<TITLE>Class Noise Detection in Transductive Transfer Learning for Cross-lingual Opinion Analysis<TITLE>Class Noise Detection for Transductive Transfer Learning in Cross-lingual Opinion Analysis<TITLE>Transductive Transfer Learning for Cross-Lingual Opinion Analysis<TITLE>Transductive Transfer Learning for Cross-lingual Opinion Analysis<TITLE>Class Noise Detection for Transductive Transfer Learning
56,A Framework for Entailed Relation Recognition,"We define the problem of recognizing entailed relations – given an open set of relations, find all occurrences of the relations of interest in a given document set – and pose it as a challenge to scalable information extraction and retrieval. Existing approaches to relation recognition do not address well problems with an open set of relations and a need for high recall: supervised methods are not easily scaled, while unsupervised and semi-supervised methods address a limited aspect of the problem, as they are restricted to frequent, explicit, highly localized patterns. We argue that textual entailment (TE) is necessary to solve such problems, propose a scalable TE architecture, and provide preliminary results on an Entailed Relation Recognition task.",<TITLE>Relation Recognition with Textual Entailment: A Scalable Approach<TITLE>Recognizing Entailed Relations with Textual Entailment<TITLE>Recognizing Entailed Relations using Textual Entailment<TITLE>Textual Entailment for Relation Recognition<TITLE>Relation Recognition with Textual Entailment,<TITLE>Recognizing Entailed Relation Recognition with Textual Entailment and Semi-Supervised Methods. A Scalable Architecture<TITLE>Recognizing Entailed Relation Recognition with Textual Entailment and Semi-Supervised Learning. A Scalable Architecture<TITLE>Recognizing Entailed Relation Recognition with Textual Entailment and Semi-Supervised Methods. A Scalable Information<TITLE>Recognizing Entailed Relation Recognition with Textual Entailment and Semi-Supervised Methods. A Scalable Approach<TITLE>Recognizing Entailed Relation Recognition with Textual Entailment and Semi-Supervised Learning. A Scalable Approach,<TITLE>Textual Entailment for Relation Recognition: A Scalable Approach<TITLE>Textual Entailment for Relation Recognition<TITLE>Textual Entailment for Relation Recognition<TITLE>Textual Entailment for Relation Recognition<TITLE>Textual Entailment for Relation Recognition,<TITLE>Adaptive Textual Entailment for Entailed Relation Recognition<TITLE>Resolving Entailed Relation Recognition with Textual Entailment<TITLE>Adapting Textual Entailment for Entailed Relation Recognition<TITLE>Resolving Entailed Relation Recognition with Textual Entailments<TITLE>Adaptive Textual Entailment for Entailed Relations,<TITLE> Towards Scalable Information Extraction and Retrieval<TITLE> An Entailed Relation Recognition Architecture for Textual Entailment<TITLE> Towards Scalable Information Extraction and Retrieval from Texts<TITLE> An Entailed Relation Recognition Architecture<TITLE> Towards Scalable Information Extraction and Retrieval from Textual Relations,<TITLE>Textual Entailment for Open-Set Relation Recognition<TITLE>Entailed Relation Recognition with Textual Entailment<TITLE>Entailed Relation Recognition via Textual Entailment<TITLE>Textual Entailment for Open Relation Recognition<TITLE>Textual Entailment for Relation Recognition
57,Conditional Augmentation for Aspect Term Extraction via Masked Sequence-to-Sequence Generation,"Aspect term extraction aims to extract aspect terms from review texts as opinion targets for sentiment analysis. One of the big challenges with this task is the lack of sufficient annotated data. While data augmentation is potentially an effective technique to address the above issue, it is uncontrollable as it may change aspect words and aspect labels unexpectedly. In this paper, we formulate the data augmentation as a conditional generation task: generating a new sentence while preserving the original opinion targets and labels. We propose a masked sequence-to-sequence method for conditional augmentation of aspect term extraction. Unlike existing augmentation approaches, ours is controllable and allows to generate more diversified sentences. Experimental results confirm that our method alleviates the data scarcity problem significantly. It also effectively boosts the performances of several current models for aspect term extraction.",<TITLE>Conditional Augmentation of Aspect Term Extraction as a Conditional Generation Task<TITLE>Conditional Augmentation of Aspect Term Extraction via Sequence toSequence Method<TITLE>Conditional Augmentation of Aspect Term Extraction as Conditional Generation.<TITLE>Conditional Augmentation of Aspect Term Extraction as Conditional Generation<TITLE>Conditional Augmentation of Aspect Term Extraction from Texts,<TITLE>Conditional Augmentation of Aspect Term Extraction: A Masked Sequence-to-Sequence Method for Sentiment Analysis<TITLE>Conditional Augmentation of Aspect Term Extraction: A Masked Sequence-to-Sequence Method for Sentence Generation<TITLE>Conditional Augmentation of Aspect Term Extraction with Masked Sequence-to-Sequence Method for Sentiment Analysis and<TITLE>Conditional Augmentation of Aspect Term Extraction: A Masked Sequence-to-Sequence Method for Sentiment Generation<TITLE>Conditional Augmentation of Aspect Term Extraction: A Masked Sequence-to-Sequence Method for Sentiment Target,<TITLE>Conditional Augmentation of Aspect Term Extraction via Conditional Generation<TITLE>Conditional Augmentation of Aspect Term Extraction with Conditional Generation<TITLE>Conditional Augmentation for Aspect Term Extraction with Conditional Generation<TITLE>Conditional Augmentation of Aspect Term Extraction via Conditional Generation<TITLE>Conditional Augmentation for Aspect Term Extraction,<TITLE>Aspect term Extraction with Conditional Error<TITLE>Aspect term Extraction with Conditional Boosting<TITLE>Conditional Extraction of Aspect term Extraction<TITLE>Aspect term Extraction with Conditional augmentation<TITLE>Conditional Extraction of Aspect Terminology,<TITLE> Conditional Augmentation for Aspect Term Extraction<TITLE> Conditional Augmentation of Aspect Term Extraction<TITLE> Data Augmentation for Aspect Term Extraction<TITLE> Augmenting Aspect Term Extraction with Conditional Generation<TITLE> Modeling Aspect Term Extraction as Conditional Generation,<TITLE>Conditional Aspect Term Extraction via Masked Sequence-to-Sequence Generation<TITLE>Masked Sequence-to-Sequence Aspect Term Extraction<TITLE>Conditional Data Augmentation for Aspect Term Extraction<TITLE>Conditional Augmentation of Aspect Term Extraction<TITLE>Aspect Term Extraction as Conditional Generation
58,Dependency Parsing of Japanese Spoken Monologue Based on Clause Boundaries,"Spoken monologues feature greater sentence length and structural complexity than do spoken dialogues. To achieve high parsing performance for spoken monologues, it could prove effective to simplify the structure by dividing a sentence into suitable language units. This paper proposes a method for dependency parsing of Japanese monologues based on sentence segmentation. In this method, the dependency parsing is executed in two stages: at the clause level and the sentence level. First, the dependencies within a clause are identified by dividing a sentence into clauses and executing stochastic dependency parsing for each clause. Next, the dependencies over clause boundaries are identified stochastically, and the dependency structure of the entire sentence is thus completed. An experiment using a spoken monologue corpus shows this method to be effective for efficient dependency parsing of Japanese monologue sentences.",<TITLE>Dependency Parsing of Japanese Monologues Based on Sentence Segmentation<TITLE>Dependency Parsing of Japanese Monologue Sentences using Sentence Segmentation<TITLE>Dependency Parsing of Japanese Monologues Using Sentence Segmentation<TITLE>Dependency Parsing of Japanese Monologues using Sentence Segmentation<TITLE>Dependency Parsing of Japanese Monologues with Sentence Segmentation,<TITLE>Dependency Parsing of Japanese Monologue Sentences Using Sentence Segmentation and Stochastic Dependency Parser<TITLE>Dependency Parsing of Japanese Monologue Sentences Using Sentence Segmentation and Stochastic Dependencies over Language<TITLE>Dependency Parsing of Japanese Monologues Using Sentence Segmentation and Stochastic Dependency Parser for<TITLE>Dependency Parsing of Japanese Monologue Sentences Using Sentence Segmentation and Stochastic Dependency Parsings<TITLE>Dependency Parsing of Japanese Monologue Sentences Using Sentence Segmentation and Stochastic Dependency Parsers,<TITLE>Sentence Segmentation for Dependency Parsing of Japanese Monologues<TITLE>Sentence Segmentation for Dependency Parsing of Japanese Monologue Sentences<TITLE>Sentence Segmentation for Dependency Parsing of Japanese Monologues<TITLE>Sentence Segmentation for Dependency Parsing of Japanese Monologue Sentences<TITLE>Sentence Segmentation for Dependency Parsing of Japanese Monologues,<TITLE>Dependency Parsing of Japanese Monologues with Sentence Segmentation<TITLE>Dependency Parsing of Japanese Monologues using Sentence Segmentation<TITLE>Dependency Parsing of Japanese Monologues via Sentence Segmentation<TITLE>Dependency Parsing of Japanese Monologues<TITLE>Dependency Parsing for Japanese Monologues,<TITLE> Dependency Parsing of Japanese Monologues Using Sentence Segmentation<TITLE> Dependency Parsing of Japanese Monologues with Sentence Segmentation<TITLE> Japanese Dependency Parsing with Sentence Segmentation<TITLE> Dependency Parsing of Japanese Monologues<TITLE> Dependency Parsing of Japanese Monologues Using Parse Segmentation,<TITLE>Dependency Parsing of Japanese Spoken Monologues Based on Sentence Segmentation<TITLE>Dependency Parsing of Japanese Spoken Monologues based on Sentence Segmentation<TITLE>Dependency Parsing of Japanese Spoken Monologues Using Sentence Segmentation<TITLE>Sentence Segmentation for Dependency Parsing of Japanese Spoken Monologues<TITLE>Dependency Parsing of Spoken Monologues Based on Sentence Segmentation
59,Named Entity Disambiguation for Noisy Text,"We address the task of Named Entity Disambiguation (NED) for noisy text. We present WikilinksNED, a large-scale NED dataset of text fragments from the web, which is significantly noisier and more challenging than existing news-based datasets. To capture the limited and noisy local context surrounding each mention, we design a neural model and train it with a novel method for sampling informative negative examples. We also describe a new way of initializing word and entity embeddings that significantly improves performance. Our model significantly outperforms existing state-of-the-art methods on WikilinksNED while achieving comparable performance on a smaller newswire dataset.",<TITLE>A Large-Scale Named Entity Disambiguation Dataset for Noisy Text<TITLE>A Large-Scale Named Entity Disambiguation Dataset of Noisy Text<TITLE>A Large-Scale Named Entity Disambiguation Dataset from the Web<TITLE>Unsupervised Named Entity Disambiguation for Noisy Text<TITLE>Neural Named Entity Disambiguation for Noisy Text,<TITLE>Named Entity Disambiguation for Noisy Text: A Novelty-Based Neural Model for Extracting Informative Examples<TITLE>Named Entity Disambiguation for Noisy Text: A Novelty-based Neural Model for Extracting Informative Examples<TITLE>Named Entity Disambiguation for Noisy Text: A Novelty-based Approach to Extracting Information from the Web<TITLE>Named Entity Disambiguation for Noisy Text: A Novelty-Based Approach to Extracting Informative Examples from<TITLE>Named Entity Disambiguation for Noisy Text: A Novelty-based Approach to Extracting Informative Examples from,<TITLE>WikilinksNED: Noisy Named Entity Disambiguation for Noisy Text<TITLE>WikilinksNED: Noisy Named Entity Disambiguation with Local Context<TITLE>WikilinksNED: Noisy Named Entity Disambiguation for Local Context<TITLE>WikilinksNED: Noisy Named Entity Disambiguation for Local Context<TITLE>WikilinksNED: Noisy Named Entity Disambiguation for Local Context,<TITLE>Named Entity Disambiguation for Noise-Free Text<TITLE>Named Entity Disambiguation for Noise-based Text<TITLE>Named Entity Disambiguation for Neural Texts<TITLE>Named Entity Disambiguation for Neural Text<TITLE>Named Entity Disambiguation for Noiseful Text,<TITLE> Unsupervised Named Entity Disambiguation for Noisy Text<TITLE> Unsupervised Named Entity Disambiguation Using Word and Entity Embeddings<TITLE> Unsupervised Named Entity Disambiguation for Unseen Text<TITLE> Unsupervised Named Entity Disambiguation Using Word Embeddings<TITLE> Unsupervised Named Entity Disambiguation for Text,<TITLE>WikilinksNED: A Large-Scale Named Entity Disambiguation Dataset<TITLE>Named Entity Disambiguation for Noisy Text: WikilinksNED<TITLE>WikilinksNED: Named Entity Disambiguation for Noisy Text<TITLE>Named Entity Disambiguation for Noisy Text: WikiLinksNED<TITLE>Named Entity Disambiguation for Noisy Text
60,Global Encoding for Abstractive Summarization,"In neural abstractive summarization, the conventional sequence-to-sequence (seq2seq) model often suffers from repetition and semantic irrelevance. To tackle the problem, we propose a global encoding framework, which controls the information flow from the encoder to the decoder based on the global information of the source context. It consists of a convolutional gated unit to perform global encoding to improve the representations of the source-side information. Evaluations on the LCSTS and the English Gigaword both demonstrate that our model outperforms the baseline models, and the analysis shows that our model is capable of generating summary of higher quality and reducing repetition.",<TITLE>A Global Encoding Framework for Neural Abstractive Summarization<TITLE>A Global Encoding Framework for Abstractive Summarization<TITLE>Global Encoding for Neural Abstractive Summarization<TITLE>Global Encoding of Neural Abstractive Summarization<TITLE>Global Encoding for Abstractive Summarization,<TITLE>A Global Encoding Framework for Neural Abstractive Summarization Based on the Source-side Information from Seq2Seq<TITLE>A Global Encoding Framework for Neural Abstractive Summarization Based on the Source-side Information Flow of Seq2Se<TITLE>A Global Encoding Framework for Neural Abstractive Summarization Based on the Source-side Information Flow of Sequence-to-<TITLE>A Global Encoding Framework for Neural Abstractive Summarization Based on the Source-side Information Flow in Seq2Se<TITLE>A Global Encoding Framework for Neural Abstractive Summarization Based on the Source-side Information Flow of Seq2seq,<TITLE>A Global Encoding Framework for Neural Abstractive Summarization<TITLE>Global Encoding for Neural Abstractive Summarization<TITLE>Global Encoding for Neural Abstractive Summarization<TITLE>Global Encoding for Neural Abstractive Summarization<TITLE>Global Encoding for Neural Abstractive Summarization,<TITLE>Global Encoding for Sequence-to-Sequence Summarization<TITLE>Global Encoding for Sequence-to-Sequence summarization<TITLE>Global Encoding for Sequence-to-Sequence Synthesis<TITLE>A Global Encoding Framework for Neural Abstractive Summarization<TITLE>Global Encoding for Neural Abstractive Summarization,<TITLE> Global Encoding for Neural Abstractive Summarization<TITLE> Global Encoding for Abstractive Summarization<TITLE> A Global Encoding Framework for Neural Abstractive Summarization<TITLE> A Global Encoding Framework for Abstractive Summarization<TITLE> Global Representation for Abstractive Summarization,<TITLE>Global Parser for Neural Abstractive Summarization<TITLE>Global Annotation for Neural Abstractive Summarization<TITLE>Neural Abstractive Summarization with Global Annotation<TITLE>Neural Abstractive Summarization with Global Parser<TITLE>Neural Abstractive Summarization with Global Encoding
61,Multitask Parsing Across Semantic Representations,"The ability to consolidate information of different types is at the core of intelligence, and has tremendous practical value in allowing learning for one task to benefit from generalizations learned for others. In this paper we tackle the challenging task of improving semantic parsing performance, taking UCCA parsing as a test case, and AMR, SDP and Universal Dependencies (UD) parsing as auxiliary tasks. We experiment on three languages, using a uniform transition-based system and learning architecture for all parsing tasks. Despite notable conceptual, formal and domain differences, we show that multitask learning significantly improves UCCA parsing in both in-domain and out-of-domain settings.",<TITLE>Multitask Learning Improves UCCA Parsing<TITLE>Multitask Learning for Improving Semantic Parsing<TITLE>Multitask Learning Improves Semantic Parsing<TITLE>Multitask Learning for UCCA Parsing<TITLE>Multitask Learning improves UCCA Parsing,"<TITLE>Multitask Learning for UCCA Parsing with Transition-based System and Learning for Improved Semantic Parsing Tasks<TITLE>Multitask Learning for UCCA Parsing: A Transition-based System and AMR, SDP and ADU<TITLE>Multitask Learning for UCCA Parsing: A Transition-based System and AMR, SDP and ADUC<TITLE>Multitask Learning for UCCA Parsing: A Transition-based System and AMR, SDP and ADM<TITLE>Multitask Learning for UCCA Parsing: A Transition-based System and AMR, SDP and ADN",<TITLE>Multitask Multitask Learning for Semantic Parsing<TITLE>Multitask Multitask Semantic Parsing<TITLE>Multitask Learning for Semantic Parsing<TITLE>Multitask Learning for Semantic Parsing<TITLE>Multitask Learning for Semantic Parsing,<TITLE>Multitask Learning for Semantic Parsing and Universal Dependency Parsing<TITLE>Multitask Learning for Semantic Parsing with Universal Dependencies and AMR<TITLE>Multitask Learning for Semantic Parsing and Universal Dependencies<TITLE>Multitask Learning for Semantic Parsing with Universal Dependencies<TITLE>Multitask Learning for Semantic Parsing,<TITLE> Improving Semantic Parsing Performance by Multitask Learning<TITLE> Multitask Learning Improves Semantic Parsing<TITLE> Multitask Learning Improves Semantic Parsing Performance<TITLE> Improving Semantic Parsing Performance with Multitask Learning<TITLE> Multitask Learning for Semantic Parsing,<TITLE>Improving UCCA Parsing with Multitask Learning<TITLE>Multitask Learning for UCCA Parsing<TITLE>Multitask Learning for UCCA Parsers<TITLE>Multitask Learning for Semantic Parsing<TITLE>Multitask Learning for UCCA Parser
