,title,abstract,bart_base,bart_cnn,bart_xsum,t5_small,gpt2,pegasus_xsum
21,Unsupervised learning of word sense disambiguation rules by estimating an optimum iteration number in the EM algorithm,"In this paper, we improve an unsupervised learning method using the ExpectationMaximization (EM) algorithm proposed by Nigam et al. for text classification problems in order to apply it to word sense disambiguation (WSD) problems. The improved method stops the EM algorithm at the optimum iteration number. To estimate that number, we propose two methods. In experiments, we solved 50 noun WSD problems in the Japanese Dictionary Task in SENSEVAL2. The score of our method is a match for the best public score of this task. Furthermore, our methods were confirmed to be effective also for verb WSD problems.",<TITLE>Improving Unsupervised Learning for Noun Word Sense Disambiguation Problems<TITLE>Improving Unsupervised Learning for Noun Word Sense Disambiguation Problem<TITLE>Improving Unsupervised Learning for Noun Word Sense Disambiguation<TITLE>Improving Unsupervised Learning for Word Sense Disambiguation Problems<TITLE>Unsupervised Learning of Noun Word Sense Disambiguation Problems,<TITLE>Improving Word Sense Disambiguation Using ExpectationMaximization and EM Algorithm for Japanese Dictionary Task in Sense<TITLE>Improving Word Sense Disambiguation Problems Using ExpectationMaximization and EM Algorithm for Japanese Dictionary Task-O<TITLE>Improving Word Sense Disambiguation Using ExpectationMaximization and EM Algorithm for Japanese Dictionary Task in Senses<TITLE>Improving Word Sense Disambiguation with ExpectationMaximization and EM Algorithm for Japanese Dictionary Task in Sense<TITLE>Improving Word Sense Disambiguation with ExpectationMaximization and EM Algorithm for Japanese Dictionary Task in Senses,<TITLE>Unsupervised Word Sense Disambiguation Using Expectation Maximization Algorithm<TITLE>Improved EM Algorithm for Word Sense Disambiguation Using Expectation Maximization<TITLE>Unsupervised Word Sense Disambiguation Using Expectation Maximization for Japanese<TITLE>Unsupervised Word Sense Disambiguation Using Expectation Maximization<TITLE>Unsupervised Word Sense Disambiguation Using Expectation Maximization Algorithm,<TITLE>An Unsupervised Learning Method for Word Sense Disambiguation<TITLE>Unsupervised Learning for Word Sense Disambiguation Problems<TITLE>Unsupervised Text Classification with ExpectationMaximization<TITLE>Unsupervised Learning for Word Sentiment Disambiguation<TITLE>Unsupervised Learning for Word Sense Disambiguation,<TITLE> Improving Word Sense Disambiguation Using Expectation Maximization<TITLE> Improving Unsupervised Word Sense Disambiguation Using Expectation Maximization<TITLE> Improving Unsupervised Word Sense Disambiguation with Expectation Maximization<TITLE> Improved Unsupervised Word Sense Disambiguation Using Expectation Maximization<TITLE> Improving Word Sense Disambiguation with Expectation Maximization,<TITLE>An Improved EM Method for Unsupervised Word Sense Disambiguation<TITLE>An Unsupervised Learning Method for Word Sense Disambiguation Problems<TITLE>Improved EM Method for Unsupervised Word Sense Disambiguation Problems<TITLE>An Improved EM Method for Word Sense Disambiguation Problems<TITLE>Improved EM Method for Unsupervised Word Sense Disambiguation
22,State-Reification Networks: Improving Generalization by Modeling the Distribution of Hidden Representations,"Machine learning promises methods that generalize well from finite labeled data. However, the brittleness of existing neural net approaches is revealed by notable failures, such as the existence of adversarial examples that are misclassified despite being nearly identical to a training example, or the inability of recurrent sequence-processing nets to stay on track without teacher forcing. We introduce a method, which we refer to as state reification, that involves modeling the distribution of hidden states over the training data and then projecting hidden states observed during testing toward this distribution. Our intuition is that if the network can remain in a familiar manifold of hidden space, subsequent layers of the net should be well trained to respond appropriately. We show that this state-reification method helps neural nets to generalize better, especially when labeled data are sparse, and also helps overcome the challenge of achieving robust generalization with adversarial training.",<TITLE>State Reification for Robust Generalization in Neural Networks<TITLE>State Reification for Robust Generalization in Neural Nets<TITLE>State Reification for Robust Generalization with Deep Learning<TITLE>State Reification for Robust Generalization in Deep Learning<TITLE>State Reification for Generalization in Deep Neural Networks,<TITLE>State Reification for Robust Neural Net Generalization with Adversarial Training of Finite-Labeled Data via Hidden State<TITLE>State Reification for Robust Neural Net Generalization with Adversarial Training of Finite-Labeled Data from Finite<TITLE>State Reification for Robust Neural Net Generalization with Adversarial Training of Finite-Labeled Sequences and Hidden<TITLE>State Reification for Robust Neural Net Generalization with Adversarial Training of Finite-Labeled Data from Sparse<TITLE>State Reification for Robust Neural Net Generalization with Adversarial Training of Finite-Labeled Data via Hidden Space,<TITLE>State-Reification for Robust Generalization in Neural Nets<TITLE>State Reification for Robust Generalization from Sparse Data<TITLE>State Reification for Robust Generalization in Sparse Data<TITLE>State-Reification for Robust Generalization in Neural Networks<TITLE>State Reification for Robust Generalization in Neural Nets,<TITLE>State Reification for Neural Nets to Generalize<TITLE>State-Reification for Neural Nets<TITLE>State-Reification for Neural Networks<TITLE>State Reification for Neural Nets<TITLE>State Reification for Neural Networks,<TITLE> State Reification for Neural Networks<TITLE> State Reification for Neural Net Generalization<TITLE> State Reification: Improving Neural Net Generalization<TITLE> State Reification for Neural Nets<TITLE> State Reification for Neural Network Generalization,<TITLE>State Reification for Robust Neural Nets<TITLE>State Reification for Deep Neural Networks<TITLE>State Reification for Neural Net Training<TITLE>State Reification for Deep Neural Nets<TITLE>State Reification for Neural Nets
23,"A Fast, Compact, Accurate Model for Language Identification of Codemixed Text","We address fine-grained multilingual language identification: providing a language code for every token in a sentence, including codemixed text containing multiple languages. Such text is prevalent online, in documents, social media, and message boards. We show that a feed-forward network with a simple globally constrained decoder can accurately and rapidly label both codemixed and monolingual text in 100 languages and 100 language pairs. This model outperforms previously published multilingual approaches in terms of both accuracy and speed, yielding an 800x speed-up and a 19.5% averaged absolute gain on three codemixed datasets. It furthermore outperforms several benchmark systems on monolingual language identification.",<TITLE>Multilingual Language Identification with a Global Constrained Decoder<TITLE>Multilingual Language Identification with a Global Constraint<TITLE>Language Identification with a Global Constrained Decoder<TITLE>Fine-Grained Multilingual Language Identification<TITLE>Fine-grained Multilingual Language Identification,"<TITLE>Fine-Grained Multilingual Language Identification with a Fast, Accurate, and Accurate Feed-Forward Network with a Global<TITLE>Fine-Grained Multilingual Language Identification with a Fast, Accurate, and Accurate Feed-Forward Decoding Network.<TITLE>Fine-Grained Multilingual Language Identification with a Fast, Accurate, and Accurate Feed-Forward Network with a Glob<TITLE>Fine-Grained Multilingual Language Identification with a Fast, Accurate, and Accurate Feed-Forward Network with a Min<TITLE>Fine-Grained Multilingual Language Identification with a Fast, Accurate, and Accurate Feed-Forward Network with a Gram",<TITLE>Fine-Grained Multilingual Language Identification with a Feed-Forward Network<TITLE>Fine-Grained Multilingual Language Identification with a Feed-Forward Model<TITLE>Fine-Grained Multilingual Language Identification with a Feed-Forward Networks<TITLE>Fine-Grained Multilingual Language Identification with Feed-Forward Networks<TITLE>Fine-grained Multilingual Language Identification with Feed-Forward Networks,<TITLE>Multilingual Language Identification with Feed-forward Networks<TITLE>Multilingual Language Identification via Feed-forward Networks<TITLE>Multilingual Language Identification via Feed-forward Network<TITLE>Multilingual Language Identification with Feed-forward Network<TITLE>Feed-forward Multilingual Language Identification,<TITLE> Fine-Grained Multilingual Language Identification<TITLE> Multilingual Language Identification via Feed-Forward Networks<TITLE> Multilingual Language Identification with Feed-Forward Networks<TITLE> Multilingual Language Identification by Feed-Forward Networks<TITLE> Multilingual Multilingual Language Identification,<TITLE>Fine-Grained Multilingual Language Identification<TITLE>Fine-Grained Multilanguage Language Identification<TITLE>Fine-Grained Semantic Language Identification<TITLE>Fine-Grained Multilingual Language Identification<TITLE>Fine-grained Multilingual Language Identification
24,Investigating Unsupervised Learning for Text Categorization Bootstrapping,"We propose a generalized bootstrapping algorithm in which categories are described by relevant seed features. Our method introduces two unsupervised steps that improve the initial categorization step of the bootstrapping scheme: (i) using Latent Semantic space to obtain a generalized similarity measure between instances and features, and (ii) the Gaussian Mixture algorithm, to obtain uniform classification probabilities for unlabeled examples. The algorithm was evaluated on two Text Categorization tasks and obtained state-of-theart performance using only the category names as initial seeds.",<TITLE>Unsupervised Bootstrapping of Text Categorization Using Latent Semantic Space<TITLE>Unsupervised Bootstrapping of Text Categorization using Latent Semantic Space<TITLE>Unsupervised Bootstrapping of Text Categorization with Generalized Seed Features<TITLE>Unsupervised Bootstrapping of Text Categorization with Generalized Features<TITLE>Unsupervised Bootstrapping of Categories Using Latent Semantic Space,<TITLE>A Generalized Bootstrapping Algorithm for Text Categorization Using Latent Semantic Space and Application to Unsupervised<TITLE>A Generalized Bootstrapping Algorithm for Text Categorization Using Latent Semantic Space and Application to Unlabeled<TITLE>A Generalized Bootstrapping Algorithm for Text Categorization Using Latent Semantic Space and Application to Classification of Category<TITLE>A Generalized Bootstrapping Algorithm for Text Categorization Using Latent Semantic Space and Application to Classification of Categories<TITLE>A Generalized Bootstrapping Algorithm for Text Categorization Using Latent Semantic Space and Application to Classification of Un,<TITLE>Unsupervised Bootstrapping of Text Categories Using Latent Semantic Space and Gaussian Mixture<TITLE>Unsupervised Bootstrapping of Text Categories using Latent Semantic Space and Gaussian Mixture<TITLE>Unsupervised Bootstrapping of Text Categories Using Latent Semantic Space and Gaussian Mixtures<TITLE>Unsupervised Bootstrapping of Text Categories using Latent Semantic Space and Gaussian Mixtures<TITLE>Unsupervised Bootstrapping of Text Categories Using Latent Semantic Space and Gaussian Mixture,<TITLE>A Generalized Bootstrapping Algorithm<TITLE>Generalized Bootstrapping for Category Descriptions<TITLE>Generalized Bootstrapping with Seed Features<TITLE>Generalized Bootstrapping for Seed Features<TITLE>Generalized Bootstrapping by Seed Features,<TITLE> Generalized Bootstrapping for Text Categorization<TITLE> A Generalized Bootstrapping Algorithm for Text Categorization<TITLE> Generalized Bootstrapping Algorithms for Text Categorization<TITLE> Generalized Bootstrapping Algorithm for Text Categorization<TITLE> A Generalized Bootstrapping Method for Text Categorization,<TITLE>A Generalized Seed-Based Approach to Text Categorization<TITLE>A Generalized Seed-Based Algorithm for Text Categorization<TITLE>Unsupervised Text Categorization Using Generalized Seed Feature Selection<TITLE>Unsupervised Text Categorization Using Generalized Seed Features.<TITLE>Unsupervised Text Categorization Using Generalized Seed Features
25,Unsupervised Induction of Semantic Roles,"Datasets annotated with semantic roles are an important prerequisite to developing highperformance role labeling systems. Unfortunately, the reliance on manual annotations, which are both difficult and highly expensive to produce, presents a major obstacle to the widespread application of these systems across different languages and text genres. In this paper we describe a method for inducing the semantic roles of verbal arguments directly from unannotated text. We formulate the role induction problem as one of detecting alternations and finding a canonical syntactic form for them. Both steps are implemented in a novel probabilistic model, a latent-variable variant of the logistic classifier. Our method increases the purity of the induced role clusters by a wide margin over a strong baseline.",<TITLE>Inducing Semantic Roles from Text for Semantic Role Labeling<TITLE>Inducing Semantic Roles of Verbal Arguments from Text<TITLE>Inducing Semantic Roles for Semantic Role Labeling<TITLE>Inducing Semantic Roles from Unannotated Text<TITLE>Inducing Semantic Roles from Text,<TITLE>Inducing Semantic Roles from Unannotated Text: A Probabilistic Model for Semi-supervised Dataset<TITLE>Inducing Semantic Roles from Unannotated Text: A Probabilistic Model for Role Induction in Datasets<TITLE>Inducing Semantic Roles from Unannotated Text: A Probabilistic Model for the Induction of Auxiliary Arg<TITLE>Inducing Semantic Roles from Unannotated Text: A Probabilistic Model for the Induction of Auxiliary Ver<TITLE>Inducing Semantic Roles from Unannotated Text: A Probabilistic Model for the Induction of Auxiliary Argument,<TITLE>A Probabilistic Model for Semantic Role Induction from Unannotated Text<TITLE>A Probabilistic Model for Inducing Semantic Roles of Argument Arguments<TITLE>Semantic Role Induction with a Probabilistic Model<TITLE>A Probabilistic Model for Semantic Role Induction<TITLE>Semantic Role Induction from Unannotated Text,<TITLE>Inducing Semantic Role Clusters with Manual Annotations<TITLE>Inducing Semantic Roles of Verbal Arguments from Text<TITLE>Inducing Semantic Role Clusters with Manual Annotation<TITLE>Inducing Semantic Roles of Verbal Arguments<TITLE>Inducing Semantic Role Clusters from Text,<TITLE> Inducing Semantic Roles from Unannotated Text<TITLE> Inducing Semantic Role Induction from Unannotated Text<TITLE> Semantic Role Induction Using Latent Variable Models<TITLE> Semantic Role Induction using Latent Variable Models<TITLE> Inducing Semantic Role Induction Using Probabilistic Models,<TITLE>Inducing Semantic Roles of Verbal Arguments from Unannotated Text<TITLE>Inducing Semantic Roles from Unannotated Text<TITLE>Induction of Semantic Roles from Unannotated Text<TITLE>Inducing Semantic Roles of Verbal Arguments from Text<TITLE>Inducing Semantic Roles of Verbal Arguments
26,"Commentary and Discussion: Entropy, the Indus Script, and Language: A Reply to R. Sproat","In a recent LastWords column (Sproat 2010), Richard Sproat laments the reviewing practices of “general science journals” after dismissing our work and that of Lee, Jonathan, and Ziman (2010) as “useless” and “trivially and demonstrably wrong.” Although we expect such categorical statements to have already raised some red flags in the minds of readers, we take this opportunity to present a more accurate description of our work, point out the straw man argument used in Sproat (2010), and provide a more complete characterization of the Indus script debate. A separate response by Lee and colleagues in this issue provides clarification of issues not covered here.",<TITLE>Last Words: An Analysis of the Reviewing Practice of General Science Journal<TITLE>Last Words: An Analysis of the Reviewing Practice of General Science Fiction<TITLE>Last Words: An Analysis of the Reviewing Practices of General Science Journal<TITLE>Last Words: An Analysis of the Reviewing Practice of General Science journals<TITLE>Last Words: An Analysis of the Reviewing Practice of Scientific Publications,<TITLE>LastWords: The LastWords Column (Sproat 2010) - An Accurate Description of the Indus Script Debate in Science<TITLE>LastWords: The LastWords Column (Sproat 2010) - An Accurate Description of the Indus Script Debate in Scientific<TITLE>LastWords: The LastWords Column (Sproat 2010) - An Accurate Description of the Indus Script Debate and Article<TITLE>LastWords: The LastWords Column (Sproat 2010) - An Accurate Description of the Indus Script Debate in Reading<TITLE>LastWords: The LastWords Column (Sproat 2010) - An Accurate Description of the Indus Script Debate and its,"<TITLE>Sproat 2010: A Response to Richard Sproat's Criticism of Lee, Jonathan, and Ziman<TITLE>Sproat 2010: A Response to Richard Sproat's Criticism of Lee, Jonathan, and Ziman<TITLE>Sproat 2010: A Response to Richard Sproat's Criticism of Our and Lee's Reviews<TITLE>Sproat 2010: A Response to Richard Sproat and LastWords<TITLE>LastWords Response to Sproat (2010)",<TITLE>The Indus script debate in LastWords<TITLE>The Indus Script Debate<TITLE>The Indus Script debate<TITLE>The Indus script debate<TITLE>Indus script debates,<TITLE> Last Words: The Last Words Newsletter<TITLE> Last Words: The Last Words Argument in Scientific Literature<TITLE> Last Words: The Last Words Column<TITLE> Last Words: The Last Words of Science<TITLE> Last Words: The Last Words Argument in the Last Words,<TITLE>Last Words: Correcting the Errors of Richard Sproat<TITLE>Last Words Revisited: Correcting the Errors in Last Words<TITLE>Last Words Revisited: Correcting Errors in Last Words Commentary<TITLE>Last Words Revisited: Correcting Errors in Last Words<TITLE>Last Words: Correcting Errors in Last Words
27,What determines the order of adjectives in English? Comparing efficiency-based theories using dependency treebanks,"We take up the scientific question of what determines the preferred order of adjectives in English, in phrases such as big blue box where multiple adjectives modify a following noun. We implement and test four quantitative theories, all of which are theoretically motivated in terms of efficiency in human language production and comprehension. The four theories we test are subjectivity (Scontras et al., 2017), information locality (Futrell, 2019), integration cost (Dyer, 2017), and information gain, which we introduce. We evaluate theories based on their ability to predict orders of unseen adjectives in hand-parsed and automatically-parsed dependency treebanks. We find that subjectivity, information locality, and information gain are all strong predictors, with some evidence for a two-factor account, where subjectivity and information gain reflect a factor involving semantics, and information locality reflects collocational preferences.",<TITLE>Predicting Order of Unseen Adjectives in English<TITLE>Predicting the Order of Adjectives in English<TITLE>Predicting the Order of Unseen Adjectives<TITLE>Predicting Order of Adjectives in English<TITLE>Predicting Adjective Order in English,"<TITLE>Subjectivity, Information Gain, and Lexical Complexity: The Case of Adjective Ordering in English-to-<TITLE>Subjectivity, Information Gain, and Lexical Complexity: The Case of Adjective Ordering in Large-Scale English<TITLE>Subjectivity, Information Gain, and Lexical Complexity: The Case of Adjective Ordering in the Big-Box<TITLE>Subjectivity, Information Gain, and Lexical Complexity: The Case of Adjective Ordering in Large-Scale Ph<TITLE>Subjectivity, Information Gain, and Lexical Complexity: The Case of Adjective Ordering in the Big-Squ",<TITLE>What determines the order of adjectives in English phrases such as big blue box?<TITLE>Big Blue Box: Predicting Adjective Order in English<TITLE>Big Blue Box: Predicting Adjective Order in English<TITLE>What determines the order of adjectives in English?<TITLE>What determines the order of adjectives in English?,"<TITLE>Subjectivity, Information Locality, and Information Gain in English<TITLE>Predicting Orders of Adjectives in English<TITLE>Quantitative Prediction of Adjectives in English<TITLE>Subjectivity, Information Locality, and Information Gain<TITLE>Subjectivity and Information Gain in English",<TITLE> What determines the preferred order of adjectives in English?<TITLE> What determines the preferred order of adjectives?<TITLE> What determines the preferred order of adjectives in English<TITLE> What determines the preferred order of adjectives<TITLE> What determines the preferred order of adjectives in English? A quantitative analysis,<TITLE>What Makes for Good Adjectives? A Case Study in English<TITLE>What determines the preferred order of adjectives in English?<TITLE>What determines the preferred order of adjectives in English<TITLE>What Makes for Good Adjectives?<TITLE>What determines the preferred order of adjectives?
28,"An Efficient, Exact Algorithm for Solving Tree-Structured Graphical Games","We describe a new algorithm for computing a Nash equilibrium in graphical games, a compact representation for multi-agent systems that we introduced in previous work. The algorithm is the first to compute equilibria both efficiently and exactly for a non-trivial class of graphical games.",<TITLE>Computing Nash Equilibria in Multi-Agent Games<TITLE>Computing Nash Equilibria in Multi-agent Games<TITLE>A Compact Representation for Non-Trivial Games<TITLE>Computing Nash Equilibria in Graphical Games<TITLE>Nash Equilibria in Graphical Games,<TITLE>Nash Equilibria in Multi-Agent Systems: A Nash Equilibrium Algorithm for Graphical Games and Applications to Multi<TITLE>Nash Equilibria in Multi-Agent Systems: A Nash Equilibrium Algorithm for Computing Graphical Games and Its Application<TITLE>Nash Equilibria in Multi-Agent Systems: A Nash Equilibrium Algorithm for Computing Graphical Games and Its Applications<TITLE>Nash Equilibria in Multi-Agent Systems: A Nash Equilibrium Algorithm for Computing Graphical Games and its Application<TITLE>Nash Equilibria in Multi-Agent Systems: A Nash Equilibrium Algorithm for Computing Graphical Games and its Applications,<TITLE>Efficient Nash Equilibria for Multi-Agent Games<TITLE>Efficient Nash Equilibria for Multi-Agent Systems<TITLE>Efficient Nash Equilibria in Graphical Games<TITLE>Efficient Nash Equilibria for Graphical Games<TITLE>Efficient Nash Equilibria for Multi-Agent Games,<TITLE>A Compact Algorithm for Computing Nash Equilibria in Graphical Games<TITLE>A Compact Algorithm for Computing Nash Equilibria in graphical games<TITLE>A Compact Representation for Nash Equilibria in Graphic Games<TITLE>A Compact Representation for Nash Equilibria in Graphical Games<TITLE>A Compact Representation for Nash Equilibria in Graphical Games,<TITLE> Computing Equilibria in Graphical Games with Compact Representations<TITLE> Nash Equilibria in Graphical Games<TITLE> Computing Nash Equilibria in Graphical Games<TITLE> A Convex Algorithm for Computing Nash Equilibria<TITLE> Computing Equilibria in Graphical Games,<TITLE>Computing Nash Equilibria in Multi-Agent Games<TITLE>Computing Nash Equilibria in Non-trivial Games<TITLE>Nash Equilibria in Multi-Agent Games<TITLE>Nash Equilibria in Non-trivial Games<TITLE>Nash Equilibria in Games
29,Algorithms for Optimizing the Ratio of Submodular Functions,"We investigate a new optimization problem involving minimizing the Ratio of two Submodular (RS) functions. We argue that this problem occurs naturally in several real world applications. We then show the connection between this problem and several related problems including minimizing the difference between submodular functions (Iyer & Bilmes, 2012b; Narasimhan & Bilmes, 2005), and to submodular optimization subject to submodular constraints (Iyer & Bilmes, 2013). We show that RS optimization can be solved with bounded approximation factors. We also provide a hardness bound and show that our tightest algorithm matches the lower bound up to a log factor. Finally, we empirically demonstrate the performance and good scalability properties of our algorithms.",<TITLE>Submodular Ratio Minimization via Bounded Approximation<TITLE>Submodular Optimization with Bounded Approximation Factors<TITLE>Submodular Optimization with Bounded Approximation Factor<TITLE>Submodular Optimization via Bounded Approximation<TITLE>Minimizing Ratio of Submodular Functions,<TITLE>Tight Bounds for Minimizing Ratio of Two Submodular Functions: Tightness Bounds and Scalable Algorith<TITLE>Tight Bounds for Minimizing Ratio of Two Submodular Functions via Bounded Approximation and Submodularity<TITLE>Tight Bounded Approximation of Submodular Functions via Minimizing the Ratio of Two Submodularity Functions.<TITLE>Tight Bounds for Minimizing Ratio of Two Submodular Functions: Tightness Bounds and Scalable Algorithm<TITLE>Tight Bounded Approximation of Submodular Functions via Minimizing the Ratio of Two Submodularity Functions and,<TITLE>Minimizing the Ratio of Two Submodular Functions<TITLE>Minimizing the Ratio of Two Submodular Functions.<TITLE>Minimizing Ratio of Two Submodular Functions.<TITLE>Minimizing the Ratio of Two Submodular Functions<TITLE>Minimizing Ratio of Two Submodular Functions,<TITLE>Minimizing the Ratio of Submodular Functions<TITLE>Minimizing Ratio of Submodular Functions<TITLE>Minimizing the Ratio of Submodular functions<TITLE>Minimization of Submodular Functions<TITLE>Minimizing Submodular Functions,<TITLE> Submodular Optimization with Bounded Approximation<TITLE> Submodular Optimization via Bounded Approximation<TITLE> Submodular Optimization with Bounded Approximation Factor<TITLE> Submodular Optimization with Bounded Approximation Factors<TITLE> Submodular Optimization Using Bounded Approximation,<TITLE>Bridging the Gap Between Submodular Functions: A New Problem and Algorithms<TITLE>Scalable Submodular Maximization with Constraints<TITLE>On the Ratio of Two Submodular Functions.<TITLE>On the Ratio of Two Submodular Functions<TITLE>Scalable Submodular Maximization
30,An effective Discourse Parser that uses Rich Linguistic Information,"This paper presents a first-order logic learning approach to determine rhetorical relations between discourse segments. Beyond linguistic cues and lexical information, our approach exploits compositional semantics and segment discourse structure data. We report a statistically significant improvement in classifying relations over attribute-value learning paradigms such as Decision Trees, RIPPER and Naive Bayes. For discourse parsing, our modified shift-reduce parsing model that uses our relation classifier significantly outperforms a right-branching majority-class baseline.",<TITLE>Exploiting Compositional Semantics and Discourse Structure Data for Rhetorical Relations<TITLE>Exploiting Compositional Semantics and Discourse Structure Data for Relation Classification<TITLE>Exploiting Compositional Semantics and Segmentation Data for Discourse Relations<TITLE>First-Order Rhetorical Relations between Discourse Segments<TITLE>First-Order Logic Learning for Discourse Relations,<TITLE>A Logic Learning Approach to Determine Rhetorical Relations between Discourse Segments with Compositional Semantics and Discourse Structure<TITLE>A Logic Learning Approach to Determine Rhetorical Relations between Discourse Segments using Compositional Semantics and Discourse Structure<TITLE>A Logic Learning Approach to Determine Rhetorical Relationships between Discourse Segments with Compositional Semantics and Discourse<TITLE>A Logic Learning Approach to Determine Rhetorical Relations between Discourse Segments using Compositional Semantics and Lexical Information<TITLE>A Logic Learning Approach to Determine Rhetorical Relations between Discourse Segments with Compositional Semantics and Lexical Information,<TITLE>First-Order Logic Learning for Discourse Relation Classification<TITLE>First-Order Logic Learning for Discourse Relations Classification<TITLE>First-Order Logic Learning for Discourse Structure Classification<TITLE>First-Order Logic Learning for Discourse Relations Classification<TITLE>First-Order Logic Learning for Discourse Structure Classification,<TITLE>First-Order Logical Learning for Rhetorical Relation Classification<TITLE>First-Order Logical Learning for Discourse Parsing<TITLE>First-Order Logistic Learning for Discourse Parsing<TITLE>First-Order Logical Learning for Rhetorical Relations<TITLE>First-Order Logical Learning for Discourse Segment Relations,<TITLE> Modeling Discourse Structure with Compositional Semantics<TITLE> Modeling Discourse Relations with Compositional Semantics and Segment Structure<TITLE> Modeling Discourse Relations with Compositional Semantics<TITLE> Modeling Discourse Structure for Argumentation Parsing<TITLE> Semi-Supervised Learning of Discourse Relationships,<TITLE>Classifying Rhetorical Relations with First-Order Logic<TITLE>Classifying Rhetorical Relations Using First-Order Logic<TITLE>Classifying Rhetorical Relations between Discourse Segments<TITLE>Discourse Relation Classification using First-Order Logic Learning<TITLE>Discourse Relation Classification using First-Order Logic
31,Automatic Detection of Vague Words and Sentences in Privacy Policies,"Website privacy policies represent the single most important source of information for users to gauge how their personal data are collected, used and shared by companies. However, privacy policies are often vague and people struggle to understand the content. Their opaqueness poses a significant challenge to both users and policy regulators. In this paper, we seek to identify vague content in privacy policies. We construct the first corpus of human-annotated vague words and sentences and present empirical studies on automatic vagueness detection. In particular, we investigate context-aware and context-agnostic models for predicting vague words, and explore auxiliary-classifier generative adversarial networks for characterizing sentence vagueness. Our experimental results demonstrate the effectiveness of proposed approaches. Finally, we provide suggestions for resolving vagueness and improving the usability of privacy policies.",<TITLE>Identifying Inconsistently Grown Words and Sentences in Privacy Policies<TITLE>Identifying Ambiguous Content in Privacy Policies: An Empirical Study<TITLE>Identifying Inconsistently Subjective Content in Privacy Policies<TITLE>Identifying and Combining Ambiguous Content in Privacy Policies<TITLE>Identifying Ambiguous Content in Privacy Policies,<TITLE>Identifying vague content in private policies for detecting vague words and sentences using auxiliary-classifier generative adversarial networks.<TITLE>Identifying vague content in private policies for detecting vague words and sentences using auxiliary-classifier generative adversarial neural networks<TITLE>Identifying vague content in private policies for detecting vague words and sentences using auxiliary-classifier generative adversarial networks on<TITLE>Identifying vague content in private policies for detecting vague words and sentences using auxiliary-classifier generative adversarial Networks.<TITLE>Identifying vague content in private policies for detecting vague words and sentences using auxiliary-classifier generative adversarial networks:,<TITLE>Detecting Vagueness in Privacy Policies: A Corpus and Empirical Studies<TITLE>Detecting Vagueness in Privacy Policies: A Case Study on Website Privacy Policies<TITLE>Detecting Vagueness in Privacy Policies: A Case Study on Web Privacy Policies<TITLE>Automatic Vagueness Detection in Privacy Policies<TITLE>Detecting Vagueness in Website Privacy Policies,<TITLE>Context-Aware and Context-Agnostic Models for Detecting Vague Content in Privacy Policies<TITLE>Context-Aware and Context-Agnostic Models for Identifying Vague Content in Privacy Policies<TITLE>Context-Aware and Context-Agnostic Models for Detecting Vagueness in Privacy Policies<TITLE>Identifying Vague Content in Privacy Policys<TITLE>Identifying Vague Content in Privacy Policies,<TITLE> Identifying Discrete Words and Sentences in Privacy Policies<TITLE> Identifying Incorrect Content in Privacy Policies<TITLE> Identifying Discrete Content in Privacy Policies<TITLE> Identifying Discrete Text in Privacy Policies<TITLE> Towards Understanding Textual Privacy Policies,<TITLE>Detecting and Improving the User Experience of Privacy Policies<TITLE>Detecting and Improving the User Interface of Privacy Policies<TITLE>Identifying and Improving Privacy Policies with Linguistic Information<TITLE>Detecting and Improving the User Experience of Privacy Policy<TITLE>Detecting and Improving the User Interface of Privacy Policy
