,0,1,2,3,4,5,6
34,Information Gain: High-dimensional feature selection for text classification using round-robin Scheduling and Pitfall Problem Solving Problems bart_cnn,Applying Round-robin Scheduling to Information Gain for Text Classification bart_base,A Pitfall and Solution in Multi-Class Feature Selection for Text Classification ,Round-robin Scheduling for High-Dimensional Feature Selection in Text Classification bart_xsum,Round-robin Scheduling for High-dimensional Feature Selection t5_small, A Pitfall-Free Approach to Feature Selection for Text Classification gpt2,"Information Gain is a well-known and empirically proven method for high-dimensional feature selection. We found that it and other existing methods failed to produce good results on an industrial text classification problem. On investigating the root cause, we find that a large class of feature scoring methods suffers a pitfall: they can be blinded by a surplus of strongly predictive features for some classes, while largely ignoring features needed to discriminate difficult classes. In this paper we demonstrate this pitfall hurts performance even for a relatively uniform text classification task. Based on this understanding, we present solutions inspired by round-robin scheduling that avoid this pitfall, without resorting to costly wrapper methods. Empirical evaluation on 19 datasets shows substantial improvements."
35,Neighborhood Representations for Knowledge Base Completion: A Mixture of Its Neighborhood in the Knowledge Base and TransE Model bart_cnn,Neighborhood Mixture Model for Knowledge Base Completion,TransE: Embedding Neighborhoods for Knowledge Base completion t5_small, Entity Representations for Knowledge Base Completion gpt2,A Novel Entity Representation as a mixture of its neighborhood in knowledge base pegasus_xsum,Neighborhood Information Improves TransE: A Knowledge Base Completion Model bart_xsum,"Knowledge bases are useful resources for many natural language processing tasks, however, they are far from complete. In this paper, we define a novel entity representation as a mixture of its neighborhood in the knowledge base and apply this technique on TransE—a well-known embedding model for knowledge base completion. Experimental results show that the neighborhood information significantly helps to improve the results of the TransE, leading to better performance than obtained by other state-of-the-art embedding models on three benchmark datasets for triple classification, entity prediction and relation prediction tasks."
36,TypeSQL: Slot Filling for Relational Database Query Retrieval via Schema Type-SQL Formalization and Information bart_cnn, TypeSQL: A Slot Filling Approach for Relational Databases gpt2,TypeSQL: A Slot Filling Approach to Interacting with Relational Databases t5_small,TypeSQL: A Slot Filling Approach to Interacting with Relational Databases bart_base,Type Interact: Learning to Interact with Natural Language via Slot Filling and Type Information pegasus_xsum,TypeSQL: Knowledge-Based Type-Aware Neural Text-to-SQL Generation,"Interacting with relational databases through natural language helps users with any background easily query and analyze a vast amount of data. This requires a system that understands users' questions and converts them to SQL queries automatically. In this paper, we present a novel approach TypeSQL which formats the problem as a slot filling task in a more reasonable way. In addition, TypeSQL utilizes type information to better understand rare entities and numbers in the questions. We experiment this idea on the WikiSQL dataset and outperform the prior art by 6% in much shorter time. We also show that accessing the content of databases can significantly improve the performance when users' queries are not well-formed. TypeSQL can reach 82.6% accuracy, a 17.5% absolute improvement compared to the previous content-sensitive model."
37,Transition-based Neural Constituent Parsing, Neural Constituent Parsing with Rich Syntactic Features gpt2,Transition-based Neural Constituent Parsing with Rich Syntactic Structures and Memory of Long Heterosyllabic bart_cnn,Transition-Based Neural Constituent Parsing with Neural Network Structure bart_base,Transition-based Neural Constituent Parsing with Stack and Queue pegasus_xsum,Transition-based Constituent Parsing with Neural Networks t5_small,"Constituent parsing is typically modeled by a chart-based algorithm under probabilistic context-free grammars or by a transition-based algorithm with rich features. Previous models rely heavily on richer syntactic information through lexicalizing rules, splitting categories, or memorizing long histories. However enriched models incur numerous parameters and sparsity issues, and are insufficient for capturing various syntactic phenomena. We propose a neural network structure that explicitly models the unbounded history of actions performed on the stack and queue employed in transition-based parsing, in addition to the representations of partially parsed tree structure. Our transition-based neural constituent parsing achieves performance comparable to the state-of-the-art parsers, demonstrating F1 score of 90.68% for English and 84.33% for Chinese, without reranking, feature templates or additional data to train model parameters."
38,cpSGD: Communication-efficient and differentially-private distributed SGD, Communication Efficient Distributed Gradient Descent gpt2,Communication Efficiency and Differential Privacy in Distributed Stochastic Gradient Descent using O(log Log(nd)) bart_cnn,Communication Efficiency and Differential Privacy in Distributed Learning. t5_small,Communication Efficient Distributed Stochastic Gradient Descent for Mobile Devices bart_xsum,Communication Efficiency and Differential Privacy for Distributed Stochastic Gradient Descent bart_base,"Distributed stochastic gradient descent is an important subroutine in distributed learning. A setting of particular interest is when the clients are mobile devices, where two important concerns are communication efficiency and the privacy of the clients. Several recent works have focused on reducing the communication cost or introducing privacy guarantees, but none of the proposed communication efficient methods are known to be privacy preserving and none of the known privacy mechanisms are known to be communication efficient. To this end, we study algorithms that achieve both communication efficiency and differential privacy. For d variables and n ⇡ d clients, the proposed method uses O(log log(nd)) bits of communication per client per coordinate and ensures constant privacy. We also improve previous analysis of the Binomial mechanism showing that it achieves nearly the same utility as the Gaussian mechanism, while requiring fewer representation bits, which can be of independent interest."
39, Estimating the Range of Skill of a Two-Player Game gpt2,Estimating the Range of Skill in a Competitive Two-Player Game: Some Asymptotic Bounds and General Asym bart_cnn,On the Range of Skill of Natural Games pegasus_xsum,Estimating the Range of Skill of a Natural Game Tree bart_base,On Range of Skill,Estimating the Range of Skill of a Natural Game bart_xsum,"At AAAI’07, Zinkevich, Bowling and Burch introduced the Range of Skill measure of a two-player game and used it as a parameter in the analysis of the running time of an algorithm for finding approximate solutions to such games. They suggested that the Range of Skill of a typical natural game is a small number, but only gave heuristic arguments for this. In this paper, we provide the first methods for rigorously estimating the Range of Skill of a given game. We provide some general, asymptotic bounds that imply that the Range of Skill of a perfectly balanced game tree is almost exponential in its size (and doubly exponential in its depth). We also provide techniques that yield concrete bounds for unbalanced game trees and apply these to estimate the Range of Skill of Tic-Tac-Toe and Heads-Up Limit Texas Hold’em Poker. In particular, we show that the Range of Skill of Tic-Tac-Toe is more than 100,000."
40,Stack-propagation: Improved Representation Learning for Syntax,Learning Stack-propagation for Dependency Parsing and Tagging with POS Taggers from Hand-tuned Templates bart_cnn,Part-of-Speech Models for Dependency Parsing and Tagging with Stack Propagation bart_xsum,Stack-Propagation: Learning POS-based Representations for Dependency Parsing pegasus_xsum,Learning Part-of-Speech Representations from Hand-Tuned Templates t5_small, Stack-propagation: Learning Syntax Models with Rich Representations gpt2,"Traditional syntax models typically leverage part-of-speech (POS) information by constructing features from hand-tuned templates. We demonstrate that a better approach is to utilize POS tags as a regularizer of learned representations. We propose a simple method for learning a stacked pipeline of models which we call “stack-propagation”. We apply this to dependency parsing and tagging, where we use the hidden layer of the tagger network as a representation of the input tokens for the parser. At test time, our parser does not require predicted POS tags. On 19 languages from the Universal Dependencies, our method is 1.3% (absolute) more accurate than a state-of-the-art graph-based approach and 2.7% more accurate than the most comparable greedy model."
41,Dynamic Feature Selection for Dependency Parsing t5_small, Dynamic Feature Selection for Graph-based Dependency Parsing gpt2,Dynamic Feature Selection for Graph-based Dependency Parsing pegasus_xsum,Dynamic Feature Selection for Graph-based Dependency Parsing with Imitation Learning and Sequential Decision-Making Techniques on 7 Languages bart_cnn,Dynamic Feature Selection for Dependency Parsing with Imitation Learning bart_xsum,Dynamic Feature Selection for Dependency Parsing,"Feature computation and exhaustive search have significantly restricted the speed of graph-based dependency parsing. We propose a faster framework of dynamic feature selection, where features are added sequentially as needed, edges are pruned early, and decisions are made online for each sentence. We model this as a sequential decision-making problem and solve it by imitation learning techniques. We test our method on 7 languages. Our dynamic parser can achieve accuracies comparable or even superior to parsers using a full set of features, while computing fewer than 30% of the feature templates."
42,Fine-Grained Opinion Extraction with Joint Inference pegasus_xsum,Joint Inference for Fine-grained Opinion Extraction: Identifying Opinion Entities and Relations in a Pipelined bart_cnn, Joint Inference for Fine-Grained Opinion Extraction gpt2,Joint Inference for Finegrained Opinion Extraction t5_small,Joint Inference for Fine-Grained Opinion Extraction bart_base,Joint Inference for Fine-grained Opinion Extraction,"This paper addresses the task of finegrained opinion extraction – the identification of opinion-related entities: the opinion expressions, the opinion holders, and the targets of the opinions, and the relations between opinion expressions and their targets and holders. Most existing approaches tackle the extraction of opinion entities and opinion relations in a pipelined manner, where the interdependencies among different extraction stages are not captured. We propose a joint inference model that leverages knowledge from predictors that optimize subtasks of opinion extraction, and seeks a globally optimal solution. Experimental results demonstrate that our joint inference approach significantly outperforms traditional pipeline methods and baselines that tackle subtasks in isolation for the problem of opinion extraction."
43,Evaluating the Performance of Twitter Sentiment Similarity Measurement for Word Polarity Classification: An Empirical Study on bart_cnn,An Empirical Study on the Performance of Twitter Data for Word Polarity Classification pegasus_xsum,Is Twitter A Better Corpus for Measuring Sentiment Similarity?,Evaluating the Performance of Different Corpora in Twitter Sentiment Similarity Measurement bart_base,Evaluating the Performance of Different Corpora in Sentiment Similarity Measurement for Word Polarity Classification bart_xsum, Comparison of Corpora for Word Polarity Classification gpt2,"Extensive experiments have validated the effectiveness of the corpus-based method for classifying the word’s sentiment polarity. However, no work is done for comparing different corpora in the polarity classification task. Nowadays, Twitter has aggregated huge amount of data that are full of people’s sentiments. In this paper, we empirically evaluate the performance of different corpora in sentiment similarity measurement, which is the fundamental task for word polarity classification. Experiment results show that the Twitter data can achieve a much better performance than the Google, Web1T and Wikipedia based methods."
44,Homophonic Pun Generation with Lexically Constrained Rewriting,Punning: A Computational Approach to Pun Modeling bart_base,Generating a Pun Sentence given a pair of homophones t5_small, Generating Pun Sentences with Explicit and Negative Constraints gpt2,Generating Pun Sentences with Semantic Incongruity pegasus_xsum,Punning with Explicit Positive and Negative Constraints: An Error Analysis of Pun Generation for Novelty-Based Dialogues bart_cnn,"Punning is a creative way to make conversation enjoyable and literary writing elegant. In this paper, we focus on the task of generating a pun sentence given a pair of homophones. We first find the constraint words supporting the semantic incongruity for a sentence. Then we rewrite the sentence with explicit positive and negative constraints. Our model achieves the state-of-the-art results in both automatic and human evaluations. We further make an error analysis and discuss the challenges for the computational pun models."
45, Cross-lingual Semantic Relatedness Using Wikipedia gpt2,Crosslingual Semantic Relatedness Using Wikipedia Sources bart_base,Crosslingual Semantic Relatedness Using Wikipedia Information t5_small,Crosslingual Semantic Relatedness Using Wikipedia Links pegasus_xsum,Cross-lingual Semantic Relatedness Using Encyclopedic Knowledge,Crosslingual Semantic Relatedness Using Wikipedia Links bart_xsum,"In this paper, we address the task of crosslingual semantic relatedness. We introduce a method that relies on the information extracted from Wikipedia, by exploiting the interlanguage links available between Wikipedia versions in multiple languages. Through experiments performed on several language pairs, we show that the method performs well, with a performance comparable to monolingual measures of relatedness."
46,Learning Optimal Message Policies for Text Generation in Games pegasus_xsum,Learning What to Talk about in Descriptive Games, A Markov Decision Process for Discourse Generation gpt2,A Markov Decision Process for Text Generation Using Planning t5_small,Markov Decision Processes for Text Generation in Descriptive Games: An Optimal Message Policy can be Defined and Simulation bart_cnn,Text Generation as a Markov Decision Process bart_base,"Text generation requires a planning module to select an object of discourse and its properties. This is specially hard in descriptive games, where a computer agent tries to describe some aspects of a game world. We propose to formalize this problem as a Markov Decision Process, in which an optimal message policy can be defined and learned through simulation. Furthermore, we propose back-off policies as a novel and effective technique to fight state dimensionality explosion in this framework."
47,Reranking Sequence-to-Sequence Dialogue Generation with Linguistic Information pegasus_xsum,Reranking Sequence-to-Sequence Models for Dialog Generation t5_small,Linguistically-Driven Sequence-to-Sequence Model for Improved Response Informativeness and Reasonableness bart_base,Linguistically-Informed Specificity and Semantic Plausibility for Dialogue Generation,Linguistically Motivated Informativeness and Plausibility Reranking for Sequence-to-Sequence Dialogue Generation bart_xsum,Linguistically-Driven Response Informativeness in Open-Domain Dialogue Generation Models with Frequency-Related Intrinsic bart_cnn,"Sequence-to-sequence models for open-domain dialogue generation tend to favor generic, uninformative responses. Past work has focused on word frequency-based approaches to improving specificity, such as penalizing responses with only common words. In this work, we examine whether specificity is solely a frequency-related notion and find that more linguistically-driven specificity measures are better suited to improving response informativeness. However, we find that forcing a sequence-to-sequence model to be more specific can expose a host of other problems in the responses, including flawed discourse and implausible semantics. We rerank our model's outputs using externally-trained classifiers targeting each of these identified factors. Experiments show that our final model using linguistically motivated specificity and plausibility reranking improves the informativeness, reasonableness, and grammatically of responses."
48, TASER: The Team Agent Simulator for Efficient Exploration gpt2,A Benchmark for Cooperative Learning Agents,TASER: Team Agent Simulator for Efficient Research in Cooperative Multi-Agent Systems with Application to Collaborative Task Labeling bart_cnn,TASER: The Team Agent Simulator for Efficient Research bart_xsum,TASER: A Team Agent Simulator for Efficient Research t5_small,TASER: The Team Agent Simulator for Efficient Multi-Agent Learning pegasus_xsum,"Introduction Cooperative multi-agent systems are of current interest due to their relevance to both robotics and networking. Researchers often create machine learning environments to explore these domains; however, the lack of reuse of previous environments prevents comparisons between the works of research groups. Further, while a growing understanding of the relationships between problem domains and machine learning techniques has emerged over time, there have been few attempts to systematically measure the performance of machine learning techniques as domain characteristics vary. Our primary goal is to create TASER, the Team Agent Simulator for Efficient Research—a non-trivial simulation system aimed at the efficient comparison of machine learning algorithms given a wide variety of conditions, concentrating on cooperative tasks. Our secondary goal is the adoption of TASER by other researchers."
49,Minimum Robust Multi-Submodular Cover for Fairness: Information Propagation and Bicriteria Approximation bart_cnn,Minimum Robust Multi-Submodular Cover for Fairness bart_xsum,Minimum Robust Multi-Submodular Cover for Fairness,Minimum Robust Multi-Submodular Cover for Fairness bart_base,Minimum Robust Multi-Submodular Cover for Fairness pegasus_xsum, Minimum Robust Multi-Submodular Cover for Fairness gpt2,"In this paper, we study a novel problem, Minimum Robust Multi-Submodular Cover for Fairness (MINRF), as follows: given a ground set V ; m monotone submodular functions f1, ..., fm; m thresholds T1, ..., Tm and a non-negative integer r, MINRF asks for the smallest set S such that for all i ∈ [m], min|X|≤r fi(S \X) ≥ Ti. We prove that MINRF is inapproximable within (1− ) lnm; and no algorithm, taking fewer than exponential number of queries in term of r, is able to output a feasible set to MINRF with high certainty. Three bicriteria approximation algorithms with performance guarantees are proposed: one for r = 0, one for r = 1, and one for general r. We further investigate our algorithms’ performance in two applications of MINRF, Information Propagation for Multiple Groups and Movie Recommendation for Multiple Users. Our algorithms have shown to outperform baseline heuristics in both solution quality and the number of queries in most cases."
